cavity_id,group_id,local_member_id,symmetry_operation,x,y,z,normal_x,normal_y,normal_z,streamwise_x,streamwise_y,streamwise_z,rotation_angle,accepted,rejection_reason,nearest_face_distance_mm
148,24,4,C3v_mirror_120deg,5795.163050,1552.885439,1262.680508,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
149,24,5,C3v_mirror_240deg,5795.163050,1578.866201,1262.680508,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
150,25,0,C3v_rot_0deg,6052.950989,1631.120646,1318.848696,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
151,25,1,C3v_rot_120deg,6030.966778,1644.111027,1314.058661,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
152,25,2,C3v_rot_240deg,6030.966778,1618.130265,1314.058661,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
153,25,3,C3v_mirror_0deg,6052.950989,1631.120646,1318.848696,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
154,25,4,C3v_mirror_120deg,6030.966778,1618.130265,1314.058661,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
155,25,5,C3v_mirror_240deg,6030.966778,1644.111027,1314.058661,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
156,26,0,C3v_rot_0deg,6288.754717,1696.365472,1370.226849,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
157,26,1,C3v_rot_120deg,6266.770506,1709.355853,1365.436814,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
158,26,2,C3v_rot_240deg,6266.770506,1683.375091,1365.436814,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
159,26,3,C3v_mirror_0deg,6288.754717,1696.365472,1370.226849,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
160,26,4,C3v_mirror_120deg,6266.770506,1683.375091,1365.436814,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
161,26,5,C3v_mirror_240deg,6266.770506,1709.355853,1365.436814,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
162,27,0,C3v_rot_0deg,6524.558445,1761.610298,1421.605001,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
163,27,1,C3v_rot_120deg,6502.574234,1774.600679,1416.814966,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
164,27,2,C3v_rot_240deg,6502.574234,1748.619917,1416.814966,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
165,27,3,C3v_mirror_0deg,6524.558445,1761.610298,1421.605001,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
166,27,4,C3v_mirror_120deg,6502.574234,1748.619917,1416.814966,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
167,27,5,C3v_mirror_240deg,6502.574234,1774.600679,1416.814966,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
168,28,0,C3v_rot_0deg,6760.362173,1826.855124,1472.983154,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
169,28,1,C3v_rot_120deg,6738.377962,1839.845505,1468.193119,-0.212890,0.000000,0.977076,0.977076,0.000000,0.212890,12.291794,yes,,0.000000
